ID,Name,Age,Nationality,Overall,Potential,Club, Value , Wage ,Special
200898,A. Crawford,25.00,Scotland,69.00,72.00,Hamilton Academical FC, 1.3M , 5K ,1900.00
206018,I. Vetokele,25.00,Angola,69.00,72.00,Sint-Truidense VV, 1.3M , 9K ,1755.00
210626,N. Zaytsev,28.00,Russia,69.00,70.00,Amkar Perm, 950K , 13K ,1557.00
213954,A. Mitryushkin,21.00,Russia,69.00,82.00,FC Sion, 1.6M , 6K ,1105.00
183490,J. van den Bergh,30.00,Germany,69.00,69.00,Holstein Kiel, 750K , 8K ,1720.00
214979,J. Musso,23.00,Argentina,69.00,76.00,Racing Club de Avellaneda, 1.1M , 7K ,1093.00
233411,C. Adjapong,19.00,Italy,69.00,77.00,Sassuolo, 1.3M , 13K ,1745.00
110019,Dorado,34.00,Spain,69.00,69.00,Rayo Vallecano, 325K , 7K ,1521.00
214980,J. Caicedo,27.00,Colombia,69.00,69.00,Independiente Medellín, 1.1M , 3K ,1631.00
225476,C. Keita,20.00,Mali,69.00,80.00,Bologna, 1.6M , 12K ,1699.00
234948,J. Lazare Amani,19.00,Ivory Coast,69.00,81.00,KAS Eupen, 1.8M , 5K ,1782.00
187077,F. Sears,27.00,England,69.00,69.00,Ipswich Town, 1.1M , 14K ,1838.00
197062,Nuno Reis,26.00,Portugal,69.00,71.00,Panathinaikos FC, 1.1M , 1K ,1767.00
212934,A. Zoubir,25.00,France,69.00,70.00,RC Lens, 1.2M , 6K ,1704.00
220358,F. Monteseirín,22.00,Argentina,69.00,76.00,Arsenal de Sarandí, 1.3M , 8K ,1538.00
235462,E. Kangwa,24.00,Zambia,69.00,74.00,Arsenal Tula, 1.4M , 14K ,1771.00
172743,N. Nielsen,29.00,Denmark,69.00,69.00,Lech Poznań, 1.1M , 8K ,1775.00
193735,Juan Domínguez,27.00,Spain,69.00,72.00,CF Reus Deportiu, 1.1M , 5K ,1865.00
203464,T. Hoban,23.00,Republic of Ireland,69.00,75.00,Watford, 1.2M , 23K ,1581.00
216520,J. Güemez,25.00,Mexico,69.00,73.00,Querétaro, 1.3M , 7K ,1973.00
191944,Kim Sung Joon,29.00,Korea Republic,69.00,69.00,Sangju Sangmu FC, 1M , 3K ,1892.00
198601,L. Mendoza,27.00,Mexico,69.00,69.00,Club Tijuana, 1.1M , 13K ,1808.00
221641,W. Kanon,23.00,Ivory Coast,69.00,73.00,ADO Den Haag, 1.2M , 6K ,1600.00
230857,J. Da Costa,26.00,Cape Verde,69.00,71.00,RC Strasbourg, 1.3M , 15K ,1547.00
219594,A. Barberis,23.00,Italy,69.00,74.00,Crotone, 1.4M , 7K ,1789.00
223690,S. Rochet,24.00,Uruguay,69.00,73.00,Medicana Sivasspor, 975K , 6K ,1149.00
224970,J. Dompé Diarra,21.00,France,69.00,77.00,Amiens SC Football, 1.6M , 8K ,1811.00
224459,V. Salazar,24.00,Argentina,69.00,75.00,San Lorenzo de Almagro, 1.2M , 10K ,1769.00
188107,A. Diomande,27.00,Norway,69.00,70.00,Hull City, 1.2M , 8K ,1677.00
138188,L. Sam,32.00,Ghana,69.00,69.00,D.C. United, 825K , 5K ,1756.00
216268,D. Watmore,23.00,England,69.00,74.00,Sunderland, 1.4M , 6K ,1710.00
219852,A. Ferrari,23.00,Italy,69.00,76.00,Hellas Verona, 1.2M , 21K ,1649.00
159436,R. Zapata,38.00,Colombia,69.00,69.00,Independiente Santa Fe, 70K , 2K ,1169.00
238796,N. Rajsel,24.00,Slovenia,69.00,72.00,KV Oostende, 1.3M , 9K ,1758.00
214477,A. Correa,32.00,Colombia,69.00,69.00,Atlético Huila, 600K , 1K ,1458.00
224205,M. Barbieri,26.00,Argentina,69.00,70.00,Belgrano de Córdoba, 1.2M , 9K ,1699.00
159950,B. Deroz,25.00,Chile,69.00,69.00,Club de Deportes Temuco, 925K , 2K ,1531.00
160206,W. Larrondo,33.00,Chile,69.00,69.00,Santiago Wanderers, 650K , 4K ,1712.00
230350,Flávio Rebeilo,25.00,Brazil,69.00,69.00,Associação Atlética Ponte Preta, 900K , 9K ,1768.00
208335,L. Kübler,24.00,Germany,69.00,72.00,SC Freiburg, 1.1M , 11K ,1726.00
214991,J. Pi,23.00,France,69.00,74.00,Stade Brestois 29, 1.2M , 13K ,1822.00
217807,J. Mendoza,24.00,Argentina,69.00,72.00,Chacarita Juniors, 1.3M , 7K ,1687.00
227535,R. Bentancur,20.00,Uruguay,69.00,83.00,Juventus, 2.3M , 37K ,1760.00
169423,S. Ekramy,33.00,Egypt,69.00,69.00,, $-   , $-   ,1148.00
204496,P. Bauer,24.00,Germany,69.00,76.00,Charlton Athletic, 1.3M , 7K ,1520.00
208592,M. Delgado,22.00,United States,69.00,75.00,Toronto FC, 1.4M , 5K ,1867.00
214480,J. López,28.00,Colombia,69.00,70.00,Independiente Santa Fe, 950K , 3K ,1371.00
215760,F. Martin,27.00,France,69.00,69.00,FC Sochaux-Montbéliard, 1.1M , 6K ,1834.00
162512,S. Cuthbert,30.00,Scotland,69.00,69.00,Luton Town, 775K , 11K ,1463.00
199121,H. Radetinac,31.00,Serbia,69.00,69.00,Djurgårdens IF, 925K , 5K ,1649.00
201681,C. Quintero,28.00,Colombia,69.00,69.00,Deportes Tolima, 1.1M , 1K ,1872.00
141265,M. Mikić,37.00,Croatia,69.00,69.00,Sanfrecce Hiroshima, 350K , 6K ,1792.00
215249,R. Depetris,27.00,Argentina,69.00,69.00,Club Atlético Tigre, 1.1M , 9K ,1685.00
180433,T. Levels,30.00,Germany,69.00,69.00,FC Ingolstadt 04, 750K , 13K ,1729.00
209618,F. Tardieu,25.00,France,69.00,75.00,FC Sochaux-Montbéliard, 1.2M , 6K ,1833.00
209874,B. Khuzwayo,27.00,South Africa,69.00,71.00,Kaizer Chiefs, 850K , 1K ,1081.00
214226,R. Loaiza,23.00,Colombia,69.00,77.00,Atletico Nacional Medellin, 1.5M , 3K ,1730.00
215250,C. Rigamonti,30.00,Argentina,69.00,69.00,Vélez Sarsfield, 675K , 6K ,1120.00
236498,S. Lammers,20.00,Netherlands,69.00,79.00,PSV, 1.7M , 8K ,1632.00
198355,S. Clark,31.00,United States,69.00,69.00,D.C. United, 650K , 4K ,1106.00
216275,P. Mwene,23.00,Austria,69.00,75.00,1. FC Kaiserslautern, 1.2M , 7K ,1676.00
222163,R. Pich,28.00,Slovakia,69.00,69.00,Śląsk Wrocław, 1.1M , 6K ,1661.00
181971,Huang Bowen,29.00,China PR,69.00,69.00,, $-   , $-   ,1926.00
210644,E. Marcondes,22.00,Denmark,69.00,80.00,FC Nordsjælland, 1.8M , 9K ,1768.00
222420,G. Ward,22.00,England,69.00,76.00,Ipswich Town, 1.5M , 11K ,1877.00
160212,F. Grondoña,29.00,Chile,69.00,69.00,Club de Deportes Temuco, 1M , 3K ,1793.00
163796,S. Darbion,33.00,France,69.00,69.00,ES Troyes AC, 650K , 14K ,1907.00
179668,E. Lugo,32.00,Mexico,69.00,69.00,Querétaro, 825K , 32K ,1765.00
201941,E. Cortés,32.00,Colombia,69.00,69.00,CD America de Cali, 600K , 2K ,1656.00
208597,H. Hermannsson,22.00,Iceland,69.00,76.00,Brøndby IF, 1.3M , 10K ,1485.00
217813,G. Lajud,23.00,Mexico,69.00,75.00,Club Tijuana, 1.1M , 8K ,1119.00
219605,C. Cuevas,22.00,Chile,69.00,75.00,FC Twente, 1.2M , 5K ,1873.00
177877,J. Torres,29.00,United States,69.00,69.00,Tigres U.A.N.L., 825K , 31K ,1940.00
193749,P. Mlapa,26.00,Germany,69.00,72.00,SG Dynamo Dresden, 1.3M , 10K ,1713.00
220630,Nuno Rocha,25.00,Cape Verde,69.00,73.00,FC Tosno, 1.4M , 13K ,1759.00
160214,B. Laguna,25.00,Chile,69.00,69.00,CD O'Higgins, 1.1M , 5K ,1580.00
170966,C. Esquivel,35.00,Mexico,69.00,69.00,Deportivo Toluca, 450K , 8K ,1794.00
237526,V. Luchkevych,21.00,Ukraine,69.00,77.00,Standard de Liège, 1.6M , 8K ,1772.00
160215,R. Zagareda,25.00,Chile,69.00,69.00,CD Palestino, 1.1M , 3K ,1667.00
233943,Ronaldo Vieira,18.00,Guinea Bissau,69.00,83.00,Leeds United, 2M , 10K ,1850.00
182743,T. Kirschbaum,30.00,Germany,69.00,69.00,1. FC Nürnberg, 675K , 6K ,1010.00
189143,S. Eriksson,28.00,Sweden,69.00,69.00,IFK Göteborg, 1M , 5K ,1837.00
201176,A. Pintér,29.00,Hungary,69.00,69.00,SpVgg Greuther Fürth, 825K , 8K ,1684.00
208856,Q. Bernard,27.00,France,69.00,69.00,Stade Brestois 29, 875K , 4K ,1765.00
220889,Guille Donoso,21.00,Spain,69.00,77.00,CD Lugo, 1.6M , 5K ,1667.00
232665,M. Arambarri,21.00,Uruguay,69.00,78.00,Getafe CF, 1.4M , 9K ,1765.00
204250,M. Trotta,24.00,Italy,69.00,73.00,Crotone, 1.4M , 26K ,1653.00
160218,A. Villanava,33.00,Chile,69.00,69.00,Santiago Wanderers, 650K , 4K ,1600.00
239322,C. Zimmermann,24.00,Germany,69.00,74.00,Norwich City, 1.2M , 16K ,1452.00
213979,Y. Murillo,24.00,Colombia,69.00,72.00,CPD Junior Barranquilla, 1.1M , 2K ,1710.00
159963,L. Isleras,33.00,Chile,69.00,69.00,Curicó Unido, 425K , 3K ,1653.00
225755,Olavide,21.00,Spain,69.00,82.00,Sevilla Atlético, 2M , 5K ,1780.00
226523,F. Brorsson,21.00,Sweden,69.00,76.00,Malmö FF, 1.3M , 3K ,1543.00
171995,Jonathan Pereira,30.00,Spain,69.00,69.00,AD Alcorcón, 1M , 8K ,1679.00
210140,A. Al Mayoof,30.00,Saudi Arabia,69.00,69.00,Al Hilal, 675K , 16K ,1113.00
220636,Felipe Macedo,23.00,Brazil,69.00,75.00,Portimonense SC, 1.2M , 5K ,1445.00
214493,J. Aguirre,30.00,Colombia,69.00,69.00,CPD Junior Barranquilla, 1M , 3K ,1772.00
223709,A. Vural,26.00,Turkey,69.00,71.00,Medicana Sivasspor, 875K , 7K ,1144.00
224221,J. Andersen,21.00,Denmark,69.00,76.00,Sampdoria, 1.3M , 14K ,1624.00
235997,Fran Beltrán,18.00,Spain,69.00,79.00,Rayo Vallecano, 1.3M , 4K ,1765.00
184285,C. Schneuwly,29.00,Switzerland,69.00,69.00,FC Luzern, 1M , 8K ,1789.00
204254,Wallace Oliveira,23.00,Brazil,69.00,78.00,Chelsea, 1.4M , 40K ,1888.00
232926,K. Watanabe,30.00,Japan,69.00,69.00,Vissel Kobe, 1M , 5K ,1694.00
183774,R. Bennett,27.00,England,69.00,70.00,Wolverhampton Wanderers, 1M , 26K ,1318.00
190430,J. Bennett,27.00,England,69.00,70.00,Cardiff City, 975K , 16K ,1756.00
159967,A. Simprende,29.00,Chile,69.00,69.00,Audax Italiano, 825K , 4K ,1694.00
188383,P. Valdivia,29.00,France,69.00,69.00,Nîmes Olympique, 825K , 4K ,1873.00
212192,J. Green,22.00,United States,69.00,76.00,SpVgg Greuther Fürth, 1.5M , 13K ,1665.00
176608,J. Reina,28.00,Colombia,69.00,69.00,Deportivo Pasto, 1.1M , 2K ,1757.00
194017,A. Weimann,25.00,Austria,69.00,69.00,Derby County, 1.1M , 29K ,1804.00
139234,F. Vargas,37.00,Colombia,69.00,69.00,La Equidad, 325K , 1K ,1916.00
159202,G. Rodríguez,32.00,Mexico,69.00,69.00,Monarcas Morelia, 575K , 10K ,1850.00
235746,N. Milesi,24.00,Uruguay,69.00,74.00,Al Hilal, 1.2M , 17K ,1852.00
188130,Éder,30.00,Brazil,69.00,69.00,Jeonbuk Hyundai Motors, 1M , 7K ,1641.00
189922,G. Niedermeier,31.00,Germany,69.00,69.00,SC Freiburg, 700K , 13K ,1332.00
225507,Pol Llonch,24.00,Spain,69.00,76.00,Wisła Kraków, 1.3M , 4K ,1860.00
186595,E. Bennett,28.00,Jamaica,69.00,69.00,Blackburn Rovers, 1.1M , 9K ,1854.00
224484,T. Qalinge,25.00,South Africa,69.00,70.00,Orlando Pirates, 1.2M , 1K ,1616.00
234468,E. Reynoso,21.00,Argentina,69.00,79.00,Talleres de Cordoba, 1.7M , 7K ,1711.00
235236,I. Jebali,25.00,Tunisia,69.00,74.00,IF Elfsborg, 1.4M , 4K ,1719.00
183524,S. Lowry,28.00,Australia,69.00,71.00,Perth Glory, 1M , 6K ,1641.00
190180,R. McGowan,27.00,Australia,69.00,69.00,, $-   , $-   ,1753.00
196580,B. Angoua,30.00,Ivory Coast,69.00,69.00,New England Revolution, 775K , 13K ,1556.00
210917,M. Fossati,24.00,Italy,69.00,73.00,Hellas Verona, 1.3M , 14K ,1850.00
212197,D. Heuer Fernandes,24.00,Portugal,69.00,75.00,SV Darmstadt 98, 1.1M , 9K ,1100.00
227557,M. Cassierra,20.00,Colombia,69.00,78.00,Ajax, 1.7M , 7K ,1570.00
176357,J. Mousinho,31.00,England,69.00,69.00,Oxford United, 700K , 7K ,1813.00
200678,Javi Álamo,28.00,Spain,69.00,69.00,UD Almería, 825K , 6K ,1780.00
213990,D. Monsalve,33.00,Colombia,69.00,69.00,CD Once Caldas Manizales, 425K , 2K ,1368.00
152038,J. Absalonsen,31.00,Denmark,69.00,69.00,Adelaide United, 925K , 5K ,1819.00
226278,Xavier,24.00,Portugal,69.00,71.00,FC Paços de Ferreira, 1.3M , 7K ,1672.00
228326,Brian Oliván,23.00,Spain,69.00,78.00,Cádiz C.F., 1.4M , 5K ,1846.00
229606,V. Angban,20.00,Ivory Coast,69.00,79.00,Waasland-Beveren, 1.5M , 6K ,1737.00
229862,Edu Expósito,20.00,Spain,69.00,78.00,RC Deportivo de La Coruña, 1.6M , 10K ,1562.00
187110,M. Ponce,28.00,Mexico,69.00,69.00,Necaxa, 825K , 28K ,1851.00
216295,T. Dierckx,22.00,Belgium,69.00,75.00,Waasland-Beveren, 1.4M , 7K ,1699.00
156903,J. De la Cuesta,34.00,Colombia,69.00,69.00,CD Once Caldas Manizales, 325K , 2K ,1670.00
223207,A. Lang,24.00,Hungary,69.00,74.00,Dijon FCO, 1.2M , 9K ,1582.00
177895,A. Karabulut,29.00,Turkey,69.00,69.00,Antalyaspor, 1M , 12K ,1771.00
213480,F. Bachirou,27.00,Comoros,69.00,70.00,Östersunds FK, 1.2M , 4K ,1842.00
234728,L. Bénes,19.00,Slovakia,69.00,83.00,Borussia Mönchengladbach, 2.3M , 11K ,1749.00
178152,R. Faty,30.00,Senegal,69.00,69.00,Bursaspor, 775K , 10K ,1714.00
185064,F. Espíndola,32.00,Argentina,69.00,69.00,Albacete Balompié, 850K , 6K ,1812.00
198377,L. Palmer,25.00,Scotland,69.00,72.00,Sheffield Wednesday, 1.1M , 26K ,1880.00
220905,J. Aholou,23.00,Ivory Coast,69.00,77.00,RC Strasbourg, 1.3M , 11K ,1684.00
224489,E. Ersoy,20.00,Turkey,69.00,82.00,Bursaspor, 1.8M , 8K ,1492.00
177129,A. Bodzek,31.00,Poland,69.00,69.00,Fortuna Düsseldorf, 700K , 14K ,1807.00
202474,Aníbal Capela,26.00,Portugal,69.00,71.00,Carpi, 1.1M , 3K ,1488.00
204778,Joan Román,24.00,Spain,69.00,74.00,SC Braga, 1.4M , 6K ,1769.00
223978,Manu García,19.00,Spain,69.00,80.00,NAC Breda, 1.8M , 31K ,1645.00
205291,H. Stengel,21.00,Norway,69.00,77.00,Vålerenga Fotball, 1.5M , 3K ,1839.00
206571,M. Maddison,23.00,England,69.00,75.00,Peterborough United, 1.4M , 6K ,1712.00
234731,Jair Amador,27.00,Portugal,69.00,71.00,SD Huesca, 1M , 5K ,1511.00
175851,Tomané,24.00,Portugal,69.00,74.00,Tondela, 1.4M , 4K ,1545.00
215020,J. Cavallaro,23.00,Argentina,69.00,77.00,San Lorenzo de Almagro, 1.5M , 11K ,1690.00
217836,U. Luna,23.00,Mexico,69.00,76.00,Club Atlas, 1.5M , 31K ,1686.00
172780,B. Pitman,29.00,England,69.00,69.00,Portsmouth, 1.1M , 9K ,1755.00
185068,J. Russell,27.00,Scotland,69.00,69.00,Derby County, 1.1M , 33K ,1843.00
191980,Yun Suk Young,27.00,Korea Republic,69.00,69.00,Kashiwa Reysol, 875K , 7K ,1903.00
201965,S. Thern,24.00,Sweden,69.00,74.00,AIK Solna, 1.4M , 6K ,1804.00
210670,F. Fedato,24.00,Italy,69.00,72.00,Foggia, 1.3M , 3K ,1734.00
223726,E. Kaş,25.00,Turkey,69.00,72.00,Kayserispor, 1.1M , 8K ,1906.00
238830,Alexandre Guedes,23.00,Portugal,69.00,77.00,CD Aves, 1.6M , 7K ,1610.00
204015,C. Charrier,31.00,France,69.00,69.00,Amiens SC Football, 925K , 12K ,1723.00
205551,Álvaro Lemos,24.00,Spain,69.00,74.00,RC Lens, 1.2M , 10K ,1884.00
228080,F. Passlack,19.00,Germany,69.00,84.00,TSG 1899 Hoffenheim, 2M , 13K ,1934.00
184816,N. Daghfous,30.00,Tunisia,69.00,69.00,SV Sandhausen, 1M , 5K ,1892.00
200689,R. Leonard,25.00,England,69.00,73.00,Southend United, 1.1M , 6K ,1972.00
212721,N. Zárate,24.00,Argentina,69.00,72.00,Atlético Tucumán, 1.1M , 5K ,1773.00
237297,Y. Osorio,23.00,Venezuela,69.00,77.00,Tondela, 1.3M , 3K ,1481.00
211954,T. Schröck,24.00,Germany,69.00,74.00,FC Ingolstadt 04, 1.4M , 12K ,1862.00
212210,R. Živković,20.00,Netherlands,69.00,77.00,KV Oostende, 1.6M , 9K ,1654.00
212978,P. Banggaard,23.00,Denmark,69.00,73.00,SV Darmstadt 98, 1.2M , 11K ,1525.00
148210,E. Lutsenko,30.00,Russia,69.00,69.00,Dinamo Moscow, 1M , 21K ,1794.00
223730,T. van Weert,27.00,Netherlands,69.00,70.00,FC Groningen, 1.2M , 8K ,1602.00
163570,A. Crofts,33.00,Wales,69.00,69.00,Scunthorpe United, 625K , 8K ,1881.00
177906,D. Soddimo,29.00,Italy,69.00,69.00,Frosinone, 1M , 3K ,1660.00
201971,A. Ienaga,31.00,Japan,69.00,69.00,Kawasaki Frontale, 950K , 6K ,1806.00
215283,César,24.00,Brazil,69.00,74.00,Vitória Setúbal, 1.2M , 6K ,1476.00
235507,Iban Salvador,21.00,Equatorial Guinea,69.00,79.00,Real Valladolid, 1.7M , 5K ,1669.00
207860,A. Maund,26.00,United States,69.00,69.00,Vancouver Whitecaps FC, 925K , 5K ,1533.00
229108,J. Pérez,28.00,Colombia,69.00,69.00,Atlético Bucaramanga, 1.1M , 1K ,1720.00
163828,A. Le Fondre,30.00,England,69.00,69.00,Bolton Wanderers, 1M , 23K ,1727.00
236020,C. González,20.00,Uruguay,69.00,82.00,Sevilla Atlético, 1.8M , 3K ,1640.00
183797,V. Muratori,29.00,France,69.00,69.00,AS Nancy Lorraine, 800K , 5K ,1628.00
208630,D. Furman,24.00,Poland,69.00,72.00,Wisła Płock, 1.1M , 4K ,1840.00
191222,Unai Medina,27.00,Spain,69.00,70.00,CD Numancia, 975K , 6K ,1854.00
198135,D. Lachman,27.00,Curacao,69.00,70.00,Willem II, 1M , 6K ,1644.00
205559,N. Dicko,25.00,Mali,69.00,72.00,Hull City, 1.3M , 8K ,1768.00
208631,F. Starzyński,26.00,Poland,69.00,71.00,Zagłębie Lubin, 1.3M , 6K ,1786.00
213751,João Meira,30.00,Portugal,69.00,69.00,Chicago Fire Soccer Club, 775K , 5K ,1441.00
232695,F. Sbuttoni,28.00,Argentina,69.00,69.00,Atlético Tucumán, 850K , 7K ,1357.00
233975,Caio Padricio,33.00,Brazil,69.00,69.00,Fluminense Football Club, 525K , 15K ,1014.00
189431,R. Jönsson,27.00,Sweden,69.00,69.00,Odense Boldklub, 1.1M , 9K ,1697.00
210168,D. Sciaudone,28.00,Italy,69.00,69.00,Novara, 1M , 4K ,1859.00
214776,O. Benítez,24.00,Argentina,69.00,74.00,Boca Juniors, 1.4M , 13K ,1855.00
218872,Lucão,21.00,Brazil,69.00,77.00,Estoril Praia, 1.3M , 4K ,1505.00
227832,E. Yao Guy,21.00,Ivory Coast,69.00,78.00,FC Lugano, 1.4M , 4K ,1529.00
228600,Javi Jiménez,21.00,Spain,69.00,81.00,Gimnàstic de Tarragona, 1.6M , 5K ,1758.00
200953,C. Hemlein,26.00,Germany,69.00,69.00,DSC Arminia Bielefeld, 1.1M , 6K ,1849.00
203257,Gutti,26.00,Brazil,69.00,71.00,Jagiellonia Białystok, 1.1M , 6K ,1496.00
186361,O. Rojas,29.00,Mexico,69.00,69.00,Deportivo Toluca, 800K , 10K ,1880.00
122361,M. Donadel,34.00,Italy,69.00,69.00,Montreal Impact, 325K , 5K ,1856.00
199674,Jorge Teixeira,30.00,Portugal,69.00,69.00,Sint-Truidense VV, 775K , 7K ,1727.00
200698,N. Marsman,26.00,Netherlands,69.00,71.00,FC Utrecht, 875K , 6K ,1117.00
207866,Nathan Júnior,28.00,Brazil,69.00,69.00,Al Fateh, 1.1M , 20K ,1680.00
216570,D. Delarge,27.00,Congo,69.00,69.00,Bursaspor, 1.1M , 11K ,1626.00
104442,C. Burke,33.00,Scotland,69.00,69.00,Kilmarnock, 650K , 5K ,1781.00
192250,M. Jurman,27.00,Australia,69.00,69.00,Suwon Samsung Bluewings, 875K , 5K ,1549.00
211195,L. Woudenberg,23.00,Netherlands,69.00,74.00,SC Heerenveen, 1.2M , 5K ,1692.00
20731,Quim,41.00,Portugal,69.00,69.00,CD Aves, 70K , 3K ,1215.00
181499,J. Ramaré,33.00,France,69.00,69.00,Valenciennes FC, 625K , 4K ,1784.00
203516,E. Chernov,24.00,Russia,69.00,74.00,FC Tosno, 1.2M , 24K ,1756.00
140284,Moreno,35.00,Portugal,69.00,69.00,Vitória Guimarães, 250K , 4K ,1652.00
152828,Ibson,33.00,Brazil,69.00,69.00,Minnesota Thunder, 425K , 5K ,1800.00
234748,Gu Sung Yun,23.00,Korea Republic,69.00,77.00,Hokkaido Consadole Sapporo, 1.2M , 2K ,1007.00
186876,E. Ambrose,28.00,Nigeria,69.00,69.00,Hibernian, 850K , 5K ,1691.00
214014,C. Lizarazo,26.00,Colombia,69.00,71.00,CD America de Cali, 1.3M , 1K ,1771.00
235006,Mateus,25.00,Brazil,69.00,72.00,FC Paços de Ferreira, 1.1M , 6K ,1738.00
104702,D. Braaten,35.00,Norway,69.00,69.00,SK Brann, 450K , 3K ,1891.00
181247,D. Pudil,31.00,Czech Republic,69.00,69.00,Sheffield Wednesday, 700K , 28K ,1913.00
236288,I. Mathew,20.00,Nigeria,68.00,80.00,Lillestrøm SK, 1.6M , 3K ,1866.00
53760,S. Diarra,33.00,Mali,68.00,68.00,Valenciennes FC, 550K , 4K ,1762.00
160001,Z. Leivo,33.00,Chile,68.00,68.00,CD Antofagasta, 575K , 3K ,1715.00
165889,Park Chu Young,31.00,Korea Republic,68.00,68.00,FC Seoul, 800K , 6K ,1814.00
234753,K. Buchanan,26.00,South Africa,68.00,71.00,Kaizer Chiefs, 1.1M , 1K ,1627.00
223746,G. Stewart,27.00,Scotland,68.00,68.00,Aberdeen, 950K , 17K ,1647.00
164610,J. Larentowicz,33.00,United States,68.00,68.00,Atlanta United FC, 375K , 5K ,1809.00
235522,Aleix Febas,21.00,Spain,68.00,79.00,Real Zaragoza, 1.5M , 51K ,1781.00
189186,A. Shinnie,27.00,Scotland,68.00,68.00,Luton Town, 950K , 17K ,1737.00
193794,Villalibre,19.00,Spain,68.00,80.00,Real Valladolid, 1.6M , 9K ,1646.00
194050,M. Grün,30.00,Germany,68.00,68.00,VfL Wolfsburg, 575K , 22K ,1116.00
143107,M. Gelabert,35.00,Argentina,68.00,68.00,San Martín de San Juan, 375K , 5K ,1818.00
230147,F. Sacko,22.00,Mali,68.00,78.00,Vitória Guimarães, 1.2M , 5K ,1674.00
233731,A. Isak,17.00,Sweden,68.00,84.00,Borussia Dortmund, 1.8M , 18K ,1574.00
237571,J. Mihalík,22.00,Slovakia,68.00,75.00,Cracovia, 1.3M , 4K ,1745.00
238595,K. Pires-Rodrigues,25.00,Portugal,68.00,71.00,Sportfreunde Lotte, 1.1M , 1K ,1821.00
190467,D. de Buen,25.00,Mexico,68.00,71.00,Santos Laguna, 1.1M , 12K ,1913.00
190979,E. Hussain,24.00,Norway,68.00,74.00,Odds BK, 1.2M , 5K ,1888.00
192259,Magno,29.00,Brazil,68.00,68.00,Jeju United FC, 900K , 5K ,1769.00
216836,Álvaro Peña,25.00,Spain,68.00,71.00,AD Alcorcón, 1.1M , 7K ,1720.00
156164,M. Cranie,30.00,England,68.00,68.00,Huddersfield Town, 650K , 24K ,1677.00
229380,David Rocha,32.00,Spain,68.00,68.00,Real Oviedo, 675K , 6K ,1796.00
233476,B. Riveros,19.00,Paraguay,68.00,84.00,FC Basel, 1.7M , 10K ,1633.00
233988,Vágner Norteiro,33.00,Brazil,68.00,68.00,Fluminense Football Club, 350K , 19K ,1850.00
190724,M. Pourié,26.00,Germany,68.00,70.00,Randers FC, 1.1M , 10K ,1649.00
203781,D. Toia,25.00,United States,68.00,70.00,Orlando City Soccer Club, 900K , 5K ,1806.00
216325,A. Gunn,21.00,England,68.00,79.00,Norwich City, 1.2M , 11K ,1179.00
219909,J. Molangoane,29.00,South Africa,68.00,68.00,Kaizer Chiefs, 875K , 1K ,1658.00
160005,S. Higuerrez,33.00,Chile,68.00,68.00,Everton de Viña del Mar, 575K , 3K ,1668.00
179973,M. Morganella,28.00,Switzerland,68.00,68.00,Palermo, 900K , 3K ,1898.00
230150,Luís Machado,24.00,Portugal,68.00,72.00,CD Feirense, 1.2M , 6K ,1645.00
41734,B. Cheyrou,36.00,France,68.00,68.00,Toronto FC, 280K , 4K ,1870.00
240646,S. Ahannach,21.00,Netherlands,68.00,75.00,Brighton & Hove Albion, 1.3M , 23K ,1671.00
223495,I. Rossi,23.00,Argentina,68.00,77.00,River Plate, 1.2M , 10K ,1758.00
227591,A. Canelo,25.00,Argentina,68.00,72.00,Deportivo Toluca, 1.2M , 11K ,1681.00
143112,P. Lugüercio,35.00,Argentina,68.00,68.00,Estudiantes de La Plata, 400K , 8K ,1768.00
213512,G. Þórarinsson,25.00,Iceland,68.00,73.00,IFK Norrköping, 1.2M , 4K ,1761.00
162056,S. Morison,33.00,Wales,68.00,68.00,Millwall, 575K , 23K ,1689.00
188424,D. Wuytens,26.00,Belgium,68.00,71.00,Heracles Almelo, 925K , 6K ,1509.00
211209,Pinillos,24.00,Spain,68.00,74.00,Córdoba CF, 1M , 6K ,1680.00
223241,M. Benítez,26.00,Argentina,68.00,70.00,Belgrano de Córdoba, 875K , 8K ,1740.00
223498,E. Cecchini,20.00,Argentina,68.00,79.00,Málaga CF, 1.4M , 9K ,1819.00
186122,B. Webster,30.00,England,68.00,68.00,Millwall, 675K , 19K ,1500.00
200715,A. Davies,24.00,Wales,68.00,74.00,Barnsley, 900K , 5K ,1051.00
201227,Manuel Torres,26.00,Spain,68.00,69.00,SpVgg Greuther Fürth, 1.1M , 8K ,1706.00
233483,T. Tissoudali,24.00,Morocco,68.00,73.00,VVV-Venlo, 1.2M , 5K ,1580.00
183819,R. Feltscher,26.00,Venezuela,68.00,71.00,, $-   , $-   ,1789.00
190987,L. Civelli,30.00,Argentina,68.00,68.00,Banfield, 650K , 9K ,1880.00
205068,Cristiano,26.00,Portugal,68.00,70.00,Vitória Setúbal, 750K , 4K ,1104.00
163340,D. Graham,31.00,England,68.00,68.00,Blackburn Rovers, 800K , 9K ,1740.00
234764,David Haro,26.00,Spain,68.00,68.00,CF Reus Deportiu, 950K , 5K ,1762.00
238860,Jadson,25.00,Brazil,68.00,70.00,Portimonense SC, 925K , 5K ,1432.00
